Timestamp,Voltage_from_PSU,Current_from_PSU,Resistance_from_PSU,Power_from_PSU
2025-10-14 19:13:48,1.499929,0.000767,1955.5788787483705,0.001150445543
2025-10-14 19:13:50,1.499929,0.000765,1960.691503267974,0.001147445685
2025-10-14 19:13:51,1.499929,0.000767,1955.5788787483705,0.001150445543
2025-10-14 19:13:53,1.499729,0.000771,1945.1738002594036,0.001156291059
2025-10-14 19:13:55,1.499729,0.000767,1955.3181225554108,0.001150292143
2025-10-14 19:13:56,1.499929,0.000767,1955.5788787483705,0.001150445543
2025-10-14 19:13:58,1.499929,0.000767,1955.5788787483705,0.001150445543
2025-10-14 19:13:59,1.499729,0.000767,1955.3181225554108,0.001150292143
2025-10-14 19:14:01,1.499929,0.000763,1965.8309305373525,0.001144445827
2025-10-14 19:14:03,1.499729,0.000758,1978.534300791557,0.001136794582
2025-10-14 19:14:04,1.499929,0.000758,1978.7981530343009,0.0011369461820000001
2025-10-14 19:14:06,1.499929,0.000758,1978.7981530343009,0.0011369461820000001
2025-10-14 19:14:07,1.499929,0.000765,1960.691503267974,0.001147445685
2025-10-14 19:14:09,1.499729,0.000767,1955.3181225554108,0.001150292143
2025-10-14 19:14:10,1.499929,0.000771,1945.4332036316473,0.0011564452590000001
2025-10-14 19:14:12,1.499729,0.000772,1942.6541450777204,0.001157790788
2025-10-14 19:14:14,1.499929,0.000774,1937.8927648578813,0.001160945046
2025-10-14 19:14:15,1.499729,0.000767,1955.3181225554108,0.001150292143
2025-10-14 19:14:17,1.499929,0.000767,1955.5788787483705,0.001150445543
2025-10-14 19:14:18,1.499929,0.000765,1960.691503267974,0.001147445685
2025-10-14 19:14:20,1.499929,0.000765,1960.691503267974,0.001147445685
2025-10-14 19:14:21,1.499929,0.000767,1955.5788787483705,0.001150445543
2025-10-14 19:14:23,1.499929,0.000769,1950.4928478543563,0.001153445401
2025-10-14 19:14:25,1.499729,0.000767,1955.3181225554108,0.001150292143
2025-10-14 19:14:26,1.499729,0.000767,1955.3181225554108,0.001150292143
2025-10-14 19:14:28,1.499929,0.000767,1955.5788787483705,0.001150445543
2025-10-14 19:14:29,1.499729,0.000771,1945.1738002594036,0.001156291059
2025-10-14 19:14:31,1.499729,0.000774,1937.6343669250648,0.001160790246
2025-10-14 19:14:33,1.499729,0.000771,1945.1738002594036,0.001156291059
2025-10-14 19:14:34,1.499929,0.000771,1945.4332036316473,0.0011564452590000001
2025-10-14 19:14:36,1.499929,0.000772,1942.9132124352332,0.001157945188
2025-10-14 19:14:37,1.499929,0.000774,1937.8927648578813,0.001160945046
2025-10-14 19:14:39,1.499929,0.000772,1942.9132124352332,0.001157945188
2025-10-14 19:14:40,1.499929,0.000774,1937.8927648578813,0.001160945046
2025-10-14 19:14:42,1.499929,0.000774,1937.8927648578813,0.001160945046
2025-10-14 19:14:44,1.499729,0.000769,1950.2327698309493,0.001153291601
2025-10-14 19:14:45,1.499929,0.000767,1955.5788787483705,0.001150445543
2025-10-14 19:14:47,1.499929,0.000756,1984.0330687830688,0.001133946324
2025-10-14 19:14:48,1.499729,0.000687,2183.0116448326057,0.0010303138230000001
2025-10-14 19:14:50,1.499929,0.000652,2300.504601226994,0.0009779537080000001
2025-10-14 19:14:52,1.499929,0.000622,2411.4614147909965,0.0009329558380000001
2025-10-14 19:14:53,1.499929,0.000595,2520.889075630252,0.0008924577550000001
2025-10-14 19:14:55,1.499929,0.000579,2590.550949913644,0.000868458891
2025-10-14 19:14:56,1.499729,0.000563,2663.817051509769,0.0008443474270000001
