Timestamp,Voltage_from_PSU,Current_from_PSU,Resistance_from_PSU,Power_from_PSU
2025-10-14 19:28:50,1.499929,0.000785,1910.7375796178344,0.001177444265
2025-10-14 19:28:52,1.499729,0.000785,1910.482802547771,0.001177287265
2025-10-14 19:28:53,1.499729,0.000785,1910.482802547771,0.001177287265
2025-10-14 19:28:55,1.499929,0.000778,1927.9293059125964,0.001166944762
2025-10-14 19:28:57,1.499729,0.000778,1927.672236503856,0.0011667891620000001
2025-10-14 19:28:58,1.499729,0.000781,1920.267605633803,0.001171288349
2025-10-14 19:29:00,1.499729,0.000783,1915.3627075351217,0.001174287807
2025-10-14 19:29:01,1.499729,0.000776,1932.640463917526,0.0011637897040000001
2025-10-14 19:29:03,1.499929,0.000779,1925.454428754814,0.001168444691
2025-10-14 19:29:05,1.499929,0.000779,1925.454428754814,0.001168444691
2025-10-14 19:29:06,1.499929,0.000785,1910.7375796178344,0.001177444265
2025-10-14 19:29:08,1.499729,0.000783,1915.3627075351217,0.001174287807
2025-10-14 19:29:09,1.499929,0.000783,1915.6181353767563,0.001174444407
2025-10-14 19:29:11,1.499729,0.000779,1925.1976893453148,0.001168288891
2025-10-14 19:29:13,1.499929,0.000778,1927.9293059125964,0.001166944762
2025-10-14 19:29:14,1.499729,0.000776,1932.640463917526,0.0011637897040000001
2025-10-14 19:29:16,1.499729,0.000783,1915.3627075351217,0.001174287807
2025-10-14 19:29:17,1.499729,0.000783,1915.3627075351217,0.001174287807
2025-10-14 19:29:19,1.499729,0.000778,1927.672236503856,0.0011667891620000001
2025-10-14 19:29:20,1.499729,0.000776,1932.640463917526,0.0011637897040000001
2025-10-14 19:29:22,1.499729,0.000778,1927.672236503856,0.0011667891620000001
2025-10-14 19:29:24,1.499929,0.000778,1927.9293059125964,0.001166944762
2025-10-14 19:29:25,1.499929,0.000779,1925.454428754814,0.001168444691
2025-10-14 19:29:27,1.499729,0.000776,1932.640463917526,0.0011637897040000001
2025-10-14 19:29:28,1.499929,0.000776,1932.8981958762888,0.001163944904
2025-10-14 19:29:30,1.499929,0.000779,1925.454428754814,0.001168444691
2025-10-14 19:29:31,1.499729,0.000779,1925.1976893453148,0.001168288891
2025-10-14 19:29:33,1.499929,0.000783,1915.6181353767563,0.001174444407
2025-10-14 19:29:35,1.499929,0.000781,1920.5236875800256,0.001171444549
2025-10-14 19:29:36,1.499729,0.000785,1910.482802547771,0.001177287265
2025-10-14 19:29:38,1.499929,0.000783,1915.6181353767563,0.001174444407
2025-10-14 19:29:39,1.499729,0.000781,1920.267605633803,0.001171288349
2025-10-14 19:29:41,1.499929,0.000785,1910.7375796178344,0.001177444265
2025-10-14 19:29:43,1.499729,0.000785,1910.482802547771,0.001177287265
2025-10-14 19:29:44,1.499929,0.000785,1910.7375796178344,0.001177444265
2025-10-14 19:29:46,1.499929,0.000785,1910.7375796178344,0.001177444265
2025-10-14 19:29:47,1.499929,0.000783,1915.6181353767563,0.001174444407
2025-10-14 19:29:49,1.499729,0.000785,1910.482802547771,0.001177287265
2025-10-14 19:29:50,1.499929,0.000788,1903.4631979695432,0.001181944052
2025-10-14 19:29:52,1.499929,0.000786,1908.3066157760813,0.001178944194
2025-10-14 19:29:54,1.499729,0.000785,1910.482802547771,0.001177287265
2025-10-14 19:29:55,1.499729,0.000783,1915.3627075351217,0.001174287807
2025-10-14 19:29:57,1.499729,0.000785,1910.482802547771,0.001177287265
2025-10-14 19:29:58,1.499729,0.000788,1903.2093908629445,0.001181786452
2025-10-14 19:30:00,1.499929,0.000785,1910.7375796178344,0.001177444265
2025-10-14 19:30:01,1.499929,0.000785,1910.7375796178344,0.001177444265
2025-10-14 19:30:03,1.499929,0.000785,1910.7375796178344,0.001177444265
2025-10-14 19:30:05,1.499929,0.000785,1910.7375796178344,0.001177444265
2025-10-14 19:30:06,1.499929,0.000786,1908.3066157760813,0.001178944194
2025-10-14 19:30:08,1.499729,0.000785,1910.482802547771,0.001177287265
2025-10-14 19:30:09,1.499929,0.000785,1910.7375796178344,0.001177444265
2025-10-14 19:30:11,1.499729,0.00079,1898.3911392405064,0.00118478591
2025-10-14 19:30:13,1.499729,0.000785,1910.482802547771,0.001177287265
2025-10-14 19:30:14,1.499729,0.000785,1910.482802547771,0.001177287265
2025-10-14 19:30:16,1.499929,0.000781,1920.5236875800256,0.001171444549
2025-10-14 19:30:17,1.499929,0.000786,1908.3066157760813,0.001178944194
2025-10-14 19:30:19,1.499729,0.000785,1910.482802547771,0.001177287265
2025-10-14 19:30:20,1.499729,0.000785,1910.482802547771,0.001177287265
2025-10-14 19:30:22,1.499929,0.000785,1910.7375796178344,0.001177444265
2025-10-14 19:30:24,1.499929,0.000785,1910.7375796178344,0.001177444265
2025-10-14 19:30:25,1.499929,0.000783,1915.6181353767563,0.001174444407
2025-10-14 19:30:27,1.499729,0.000783,1915.3627075351217,0.001174287807
2025-10-14 19:30:28,1.499729,0.000785,1910.482802547771,0.001177287265
2025-10-14 19:30:30,1.499929,0.000778,1927.9293059125964,0.001166944762
2025-10-14 19:30:32,1.499929,0.000785,1910.7375796178344,0.001177444265
2025-10-14 19:30:33,1.499929,0.000785,1910.7375796178344,0.001177444265
2025-10-14 19:30:35,1.499929,0.000785,1910.7375796178344,0.001177444265
2025-10-14 19:30:36,1.499729,0.000781,1920.267605633803,0.001171288349
2025-10-14 19:30:38,1.499729,0.000781,1920.267605633803,0.001171288349
2025-10-14 19:30:39,1.499729,0.000785,1910.482802547771,0.001177287265
2025-10-14 19:30:41,1.499729,0.000785,1910.482802547771,0.001177287265
2025-10-14 19:30:43,1.499729,0.000785,1910.482802547771,0.001177287265
2025-10-14 19:30:44,1.499929,0.000785,1910.7375796178344,0.001177444265
2025-10-14 19:30:46,1.499929,0.000783,1915.6181353767563,0.001174444407
2025-10-14 19:30:47,1.499929,0.000785,1910.7375796178344,0.001177444265
2025-10-14 19:30:49,1.499929,0.000783,1915.6181353767563,0.001174444407
2025-10-14 19:30:51,1.499929,0.000785,1910.7375796178344,0.001177444265
2025-10-14 19:30:52,1.499729,0.000781,1920.267605633803,0.001171288349
2025-10-14 19:30:54,1.499929,0.000776,1932.8981958762888,0.001163944904
2025-10-14 19:30:55,1.499929,0.000779,1925.454428754814,0.001168444691
2025-10-14 19:30:57,1.499929,0.000785,1910.7375796178344,0.001177444265
2025-10-14 19:30:58,1.499729,0.000785,1910.482802547771,0.001177287265
2025-10-14 19:31:00,1.499929,0.000779,1925.454428754814,0.001168444691
2025-10-14 19:31:02,1.499929,0.000779,1925.454428754814,0.001168444691
2025-10-14 19:31:03,1.499729,0.000778,1927.672236503856,0.0011667891620000001
2025-10-14 19:31:05,1.499929,0.000779,1925.454428754814,0.001168444691
2025-10-14 19:31:06,1.499729,0.000781,1920.267605633803,0.001171288349
2025-10-14 19:31:08,1.499729,0.000781,1920.267605633803,0.001171288349
2025-10-14 19:31:10,1.499929,0.000781,1920.5236875800256,0.001171444549
2025-10-14 19:31:11,1.499929,0.000778,1927.9293059125964,0.001166944762
2025-10-14 19:31:13,1.499929,0.000779,1925.454428754814,0.001168444691
2025-10-14 19:31:14,1.499929,0.000778,1927.9293059125964,0.001166944762
2025-10-14 19:31:16,1.499929,0.000779,1925.454428754814,0.001168444691
2025-10-14 19:31:17,1.499929,0.000779,1925.454428754814,0.001168444691
2025-10-14 19:31:19,1.499729,0.000778,1927.672236503856,0.0011667891620000001
2025-10-14 19:31:21,1.499729,0.000776,1932.640463917526,0.0011637897040000001
2025-10-14 19:31:22,1.499729,0.000774,1937.6343669250648,0.001160790246
2025-10-14 19:31:24,1.499929,0.000776,1932.8981958762888,0.001163944904
2025-10-14 19:31:25,1.499929,0.000776,1932.8981958762888,0.001163944904
2025-10-14 19:31:27,1.499929,0.000774,1937.8927648578813,0.001160945046
2025-10-14 19:31:29,1.499929,0.000774,1937.8927648578813,0.001160945046
2025-10-14 19:31:30,1.499729,0.000776,1932.640463917526,0.0011637897040000001
2025-10-14 19:31:32,1.499729,0.000776,1932.640463917526,0.0011637897040000001
2025-10-14 19:31:33,1.499929,0.000774,1937.8927648578813,0.001160945046
