Timestamp,V_P6V,I_P6V,R_P6V,P_P6V,V_P25V,I_P25V,R_P25V,P_P25V
2026-03-24 21:29:24,0.082212,-0.000322,-255.31677018633536,-2.6472264e-05,1.501248,0.000303,4954.6138613861385,0.00045487814399999994
2026-03-24 21:29:26,0.082012,-0.00032,-256.28749999999997,-2.6243840000000004e-05,1.501248,0.000304,4938.315789473683,0.000456379392
2026-03-24 21:29:28,0.081813,-0.000324,-252.50925925925924,-2.6507412e-05,1.500413,0.000304,4935.569078947368,0.000456125552
2026-03-24 21:29:30,0.081613,-0.000322,-253.45652173913044,-2.6279386000000003e-05,1.501248,0.000304,4938.315789473683,0.000456379392
2026-03-24 21:29:32,0.081413,-0.000322,-252.83540372670805,-2.6214986e-05,1.501248,0.000304,4938.315789473683,0.000456379392
2026-03-24 21:29:34,0.081214,-0.00032,-253.79374999999996,-2.598848e-05,1.500413,0.000304,4935.569078947368,0.000456125552
2026-03-24 21:29:36,0.081214,-0.000322,-252.21739130434779,-2.6150908e-05,1.500413,0.000304,4935.569078947368,0.000456125552
2026-03-24 21:29:38,0.080815,-0.000318,-254.13522012578616,-2.5699169999999997e-05,1.500413,0.000304,4935.569078947368,0.000456125552
2026-03-24 21:29:40,0.080815,-0.000324,-249.42901234567898,-2.618406e-05,1.501248,0.000303,4954.6138613861385,0.00045487814399999994
2026-03-24 21:29:42,0.080615,-0.000315,-255.92063492063494,-2.5393725000000002e-05,1.500413,0.000303,4951.858085808581,0.000454625139
2026-03-24 21:29:44,0.080415,-0.000322,-249.73602484472048,-2.589363e-05,1.501248,0.000303,4954.6138613861385,0.00045487814399999994
2026-03-24 21:29:46,0.080216,-0.000317,-253.04731861198735,-2.5428472e-05,1.501248,0.000303,4954.6138613861385,0.00045487814399999994
2026-03-24 21:29:48,0.080016,-0.00032,-250.04999999999998,-2.5605120000000005e-05,1.500413,0.000303,4951.858085808581,0.000454625139
2026-03-24 21:29:51,0.080016,-0.000315,-254.01904761904763,-2.5205040000000003e-05,1.501248,0.000302,4971.019867549669,0.000453376896
2026-03-24 21:29:53,0.079817,-0.000318,-250.99685534591197,-2.5381805999999998e-05,1.500413,0.000302,4968.254966887417,0.00045312472600000003
2026-03-24 21:29:55,0.079617,-0.000315,-252.75238095238092,-2.5079355e-05,1.501248,0.000301,4987.53488372093,0.000451875648
2026-03-24 21:29:57,0.079417,-0.000315,-252.1174603174603,-2.5016355e-05,1.500413,0.000302,4968.254966887417,0.00045312472600000003
2026-03-24 21:29:59,0.079218,-0.000315,-251.48571428571427,-2.495367e-05,1.501248,0.000301,4987.53488372093,0.000451875648
