Timestamp,V_P6V,I_P6V,R_P6V,P_P6V,V_N25V,I_N25V,R_N25V,P_N25V
2026-03-24 15:38:24,1.499929,0.007964,188.33864892014063,0.011945434556,1.498123,0.002294,653.061464690497,0.0034366941620000003
2026-03-24 15:38:26,1.499929,0.007907,189.69634501074995,0.011859938603000001,1.498123,0.002236,670.0013416815742,0.0033498030280000005
2026-03-24 15:38:28,1.499929,0.007854,190.97644512350396,0.011780442366,1.498123,0.002183,686.267979844251,0.003270402509
2026-03-24 15:38:30,1.499929,0.007799,192.32324657007308,0.011697946271000001,1.498123,0.002133,702.3548992030005,0.0031954963590000002
2026-03-24 15:38:32,1.499929,0.007748,193.58918430562727,0.011621449892,1.498123,0.002086,718.179769894535,0.0031250845780000005
2026-03-24 15:38:34,1.499929,0.007705,194.66956521739132,0.011556952945,1.498123,0.002042,733.6547502448581,0.003059167166
2026-03-24 15:38:36,1.499929,0.007656,195.91549111807734,0.011483456424,1.498123,0.002001,748.687156421789,0.0029977441230000005
2026-03-24 15:38:38,1.499929,0.007613,197.0220675160909,0.011418959477,1.498123,0.001964,762.791751527495,0.002942313572
2026-03-24 15:38:41,1.499929,0.007571,198.11504424778764,0.011355962459,1.498123,0.001928,777.0347510373444,0.002888381144
2026-03-24 15:38:43,1.499929,0.007526,199.29962795641777,0.011288465654,1.498123,0.001896,790.1492616033756,0.002840441208
2026-03-24 15:38:45,1.499929,0.007488,200.311030982906,0.011231468352,1.498123,0.001864,803.7140557939915,0.002792501272
2026-03-24 15:38:47,1.499929,0.007445,201.46796507723303,0.011166971405,1.498123,0.001833,817.3066012002183,0.0027460594590000002
2026-03-24 15:38:49,1.499929,0.007411,202.39225475644312,0.011115973819000001,1.498123,0.001804,830.4451219512196,0.0027026138920000003
2026-03-24 15:38:51,1.499929,0.007372,203.46296798697776,0.011057476588000001,1.498123,0.001776,843.5377252252252,0.0026606664480000003
2026-03-24 15:38:53,1.499929,0.007341,204.32216319302546,0.011010978789,1.498123,0.001749,856.5597484276731,0.002620217127
2026-03-24 15:38:55,1.499929,0.007302,205.4134483703095,0.010952481558,1.498123,0.001724,868.9808584686775,0.002582764052
2026-03-24 15:38:57,1.499929,0.007268,206.37438084755092,0.010901483972000001,1.498123,0.0017,881.2488235294119,0.0025468091
2026-03-24 15:38:59,1.499929,0.007234,207.34434614321262,0.010850486386,1.498123,0.001678,892.8027413587605,0.0025138503940000004
2026-03-24 15:39:01,1.499929,0.007203,208.23670692766902,0.010803988587000001,1.498123,0.001656,904.6636473429953,0.002480891688
2026-03-24 15:39:03,1.499929,0.007169,209.22429906542058,0.010752991001,1.498123,0.001634,916.8439412484701,0.0024479329820000003
2026-03-24 15:39:06,1.499929,0.007141,210.04467161461983,0.010710992989,1.498123,0.001615,927.6303405572756,0.002419468645
2026-03-24 15:39:08,1.499929,0.007107,211.0495286337414,0.010659995403,1.498123,0.001595,939.2620689655173,0.002389506185
2026-03-24 15:39:10,1.499929,0.007079,211.8843056928945,0.010617997391,1.498123,0.001576,950.5856598984773,0.002361041848
2026-03-24 15:39:12,1.499929,0.007054,212.63524241565068,0.010580499166,1.498123,0.001558,961.5680359435174,0.002334075634
2026-03-24 15:39:14,1.499929,0.007024,213.54342255125286,0.010535501296,1.498123,0.001542,971.5453955901428,0.002310105666
2026-03-24 15:39:16,1.499929,0.006994,214.4593937660852,0.010490503426000001,1.498123,0.001525,982.375737704918,0.0022846375750000003
2026-03-24 15:39:18,1.499929,0.006969,215.22872722054814,0.010453005201000001,1.498123,0.001509,992.7919151756131,0.0022606676070000002
2026-03-24 15:39:20,1.499929,0.006944,216.00360023041478,0.010415506976,1.498123,0.001493,1003.4313462826525,0.002236697639
2026-03-24 15:39:22,1.499929,0.006921,216.72142753937294,0.010381008609,1.498123,0.001479,1012.9296822177147,0.0022157239170000004
2026-03-24 15:39:24,1.499929,0.006893,217.60176991150445,0.010339010597,1.498123,0.001464,1023.3080601092896,0.0021932520720000003
2026-03-24 15:39:26,1.499929,0.006866,218.4574715991844,0.010298512514,1.498123,0.001454,1030.3459422283356,0.002178270842
2026-03-24 15:39:28,1.499929,0.006847,219.06367752300278,0.010270013863,1.498123,0.00144,1040.3631944444444,0.0021572971200000002
2026-03-24 15:39:30,1.499929,0.006824,219.8020222743259,0.010235515496,1.498123,0.001428,1049.1057422969188,0.0021393196440000002
2026-03-24 15:39:33,1.499929,0.006797,220.67515080182434,0.010195017413000001,1.498123,0.001414,1059.492927864215,0.002118345922
2026-03-24 15:39:35,1.499929,0.006774,221.42441688810158,0.010160519046,1.498123,0.001403,1067.7997148966501,0.002101866569
2026-03-24 15:39:37,1.499929,0.006757,221.98150066597603,0.010135020253000001,1.498123,0.00139,1077.786330935252,0.00208239097
2026-03-24 15:39:39,1.499929,0.006732,222.80585264408793,0.010097522028000001,1.498123,0.001379,1086.3836113125453,0.0020659116170000003
2026-03-24 15:39:41,1.499929,0.006712,223.4697556615018,0.010067523448,1.498123,0.001368,1095.1191520467837,0.002049432264
2026-03-24 15:39:43,1.499929,0.006691,224.17112539231806,0.010036024939,1.498123,0.001357,1103.9963154016214,0.002032952911
2026-03-24 15:39:45,1.499929,0.00667,224.8769115442279,0.01000452643,1.498123,0.001346,1113.018573551263,0.002016473558
2026-03-24 15:39:47,1.499929,0.00664,225.892921686747,0.00995952856,1.498123,0.001337,1120.5108451757667,0.0020029904510000004
2026-03-24 15:39:49,1.499929,0.006627,226.33604949449224,0.009940029483,1.498123,0.001327,1128.9547852298417,0.001988009221
2026-03-24 15:39:51,1.499929,0.006613,226.81521246030547,0.009919030477,1.498123,0.001318,1136.6638846737483,0.001974526114
2026-03-24 15:39:53,1.499929,0.00659,227.60682852807284,0.009884532110000002,1.498123,0.001308,1145.3539755351683,0.001959544884
2026-03-24 15:39:55,1.499929,0.006574,228.16078491025252,0.009860533246000001,1.498123,0.001299,1153.289453425712,0.0019460617770000002
2026-03-24 15:39:57,1.499929,0.00656,228.64771341463415,0.00983953424,1.498123,0.001291,1160.436096049574,0.0019340767930000002
2026-03-24 15:39:59,1.499929,0.006544,229.2067542787286,0.009815535376,1.498123,0.001281,1169.4949258391882,0.0019190955630000001
2026-03-24 15:40:01,1.499929,0.006523,229.94465736624252,0.009784036867,1.498123,0.001273,1176.8444619010213,0.0019071105790000001
2026-03-24 15:40:03,1.499929,0.006505,230.58093774019986,0.009757038145,1.498123,0.001265,1184.286956521739,0.0018951255950000001
2026-03-24 15:40:06,1.499929,0.006491,231.07826220921277,0.009736039139000001,1.498123,0.001256,1192.7730891719746,0.001881642488
2026-03-24 15:40:08,1.499929,0.006473,231.72084041402752,0.009709040417,1.498123,0.001248,1200.4190705128206,0.001869657504
2026-03-24 15:40:10,1.499929,0.006456,232.331009913259,0.009683541624,1.498123,0.00124,1208.1637096774193,0.0018576725200000002
2026-03-24 15:40:12,1.499929,0.006445,232.7275407292475,0.009667042405000001,1.498123,0.001233,1215.0227088402273,0.001847185659
2026-03-24 15:40:14,1.499929,0.006426,233.41565515094928,0.009638543754,1.498123,0.001225,1222.9575510204083,0.001835200675
2026-03-24 15:40:16,1.499929,0.00641,233.99828393135726,0.00961454489,1.498123,0.001218,1229.9860426929395,0.001824713814
2026-03-24 15:40:18,1.499929,0.006397,234.47381585118026,0.009595045813,1.498123,0.001211,1237.0957886044591,0.0018142269530000003
2026-03-24 15:40:20,1.499929,0.006381,235.0617458078671,0.009571046949000002,1.498123,0.001204,1244.2882059800666,0.0018037400920000001
2026-03-24 15:40:22,1.499929,0.006365,235.6526315789474,0.009547048085,1.498123,0.001197,1251.5647451963243,0.001793253231
2026-03-24 15:40:24,1.499929,0.006348,236.28371140516697,0.009521549292000001,1.498123,0.001191,1257.8698572628045,0.001784264493
2026-03-24 15:40:26,1.499929,0.006335,236.76858721389107,0.009502050215,1.498123,0.001184,1265.306587837838,0.0017737776320000001
2026-03-24 15:40:29,1.499929,0.006323,237.21793452475094,0.009484051067,1.498123,0.001178,1271.751273344652,0.001764788894
2026-03-24 15:40:31,1.499929,0.006305,237.89516256938938,0.009457052345,1.498123,0.001172,1278.2619453924915,0.0017558001560000003
2026-03-24 15:40:33,1.499929,0.006291,238.42457478938167,0.009436053339,1.498123,0.001166,1284.8396226415095,0.001746811418
2026-03-24 15:40:35,1.499929,0.006275,239.03250996015936,0.009412054475,1.498123,0.00116,1291.4853448275862,0.00173782268
2026-03-24 15:40:37,1.499929,0.006263,239.49049976049815,0.009394055327,1.498123,0.001154,1298.2001733102254,0.0017288339420000003
2026-03-24 15:40:39,1.499929,0.006245,240.1807846277022,0.009367056605,1.498123,0.001148,1304.9851916376308,0.001719845204
2026-03-24 15:40:41,1.499929,0.006236,240.52742142398975,0.009353557244000001,1.498123,0.001142,1311.8415061295973,0.001710856466
2026-03-24 15:40:43,1.499929,0.006222,241.0686274509804,0.009332558238000001,1.498123,0.001136,1318.7702464788733,0.0017018677280000003
2026-03-24 15:40:45,1.499929,0.006206,241.69013857557204,0.009308559374,1.498123,0.001131,1324.6003536693192,0.0016943771130000001
2026-03-24 15:40:47,1.499929,0.00619,242.31486268174476,0.009284560510000001,1.498123,0.001125,1331.664888888889,0.001685388375
2026-03-24 15:40:49,1.499929,0.006183,242.58919618308266,0.009274061007000001,1.498123,0.00112,1337.6098214285716,0.00167789776
2026-03-24 15:40:51,1.499929,0.006164,243.33695652173913,0.009245562356000001,1.498123,0.001114,1344.8141831238781,0.001668909022
2026-03-24 15:40:54,1.499929,0.006153,243.77198114740779,0.009229063136999999,1.498123,0.001109,1350.877366997295,0.0016614184070000001
2026-03-24 15:40:56,1.499929,0.006135,244.4872045639772,0.009202064415,1.498123,0.001104,1356.995471014493,0.001653927792
2026-03-24 15:40:58,1.499929,0.006119,245.1264912567413,0.009178065551000002,1.497288,0.001099,1362.4094631483167,0.001645519512
2026-03-24 15:41:00,1.499929,0.006109,245.52774594860045,0.009163066261,1.498123,0.001094,1369.3994515539307,0.001638946562
2026-03-24 15:41:02,1.499929,0.006093,246.17249302478254,0.009139067397000001,1.498123,0.001089,1375.6868686868688,0.0016314559469999999
2026-03-24 15:41:04,1.499929,0.006079,246.73943082743872,0.009118068391000001,1.498123,0.001084,1382.0322878228785,0.001623965332
2026-03-24 15:41:06,1.499929,0.006066,247.26821628750412,0.009098569314,1.498123,0.00108,1387.150925925926,0.0016179728400000002
2026-03-24 15:41:08,1.499929,0.006056,247.6765191545575,0.009083570024,1.498123,0.001075,1393.6027906976744,0.001610482225
2026-03-24 15:41:10,1.499929,0.006041,248.2915080284721,0.009061071089,1.498123,0.00107,1400.114953271028,0.0016029916100000002
2026-03-24 15:41:12,1.499929,0.006031,248.703200132648,0.009046071799,1.498123,0.001066,1405.3686679174484,0.0015969991180000002
2026-03-24 15:41:14,1.499929,0.00602,249.1576411960133,0.00902957258,1.498123,0.001061,1411.9915174363807,0.0015895085030000003
2026-03-24 15:41:16,1.499929,0.006006,249.73842823842824,0.009008573574000001,1.498123,0.001057,1417.3349101229896,0.001583516011
2026-03-24 15:41:18,1.499929,0.005992,250.32192923898532,0.008987574568000001,1.498123,0.001053,1422.7188983855654,0.001577523519
2026-03-24 15:41:20,1.499929,0.00598,250.8242474916388,0.00896957542,1.498123,0.001049,1428.1439466158247,0.001571531027
2026-03-24 15:41:22,1.499929,0.005967,251.37070554717613,0.008950076343000001,1.498123,0.001044,1434.983716475096,0.0015640404120000001
2026-03-24 15:41:24,1.499929,0.005953,251.96186796573159,0.008929077337,1.498123,0.00104,1440.5028846153848,0.00155804792
2026-03-24 15:41:27,1.499929,0.005941,252.47079616226225,0.008911078189,1.498123,0.001034,1448.8617021276598,0.0015490591820000001
2026-03-24 15:41:29,1.499929,0.00593,252.93912310286677,0.00889457897,1.498123,0.001031,1453.0775945683804,0.0015445648130000002
2026-03-24 15:41:31,1.499929,0.005916,253.53769438810008,0.008873579964,1.498123,0.001027,1458.7370983446935,0.001538572321
2026-03-24 15:41:33,1.499929,0.005902,254.13910538800408,0.008852580958000001,1.497288,0.001023,1463.624633431085,0.001531725624
2026-03-24 15:41:35,1.499929,0.005891,254.61364793753182,0.008836081739000001,1.498123,0.001019,1470.189401373896,0.001526587337
2026-03-24 15:41:37,1.499929,0.005882,255.00323019381165,0.008822582378,1.498123,0.001015,1475.983251231527,0.0015205948450000002
2026-03-24 15:41:39,1.499929,0.005868,255.61162235855488,0.008801583372,1.498123,0.001012,1480.3586956521738,0.0015161004760000003
2026-03-24 15:41:41,1.499929,0.005859,256.00426693975083,0.008788084011,1.498123,0.001008,1486.233134920635,0.001510107984
2026-03-24 15:41:43,1.499929,0.005843,256.70528837925724,0.008764085147,1.498123,0.001004,1492.1543824701198,0.0015041154919999999
2026-03-24 15:41:45,1.499929,0.005833,257.14537973598493,0.008749085857,1.498123,0.001001,1496.6263736263738,0.001499621123
2026-03-24 15:41:47,1.499929,0.00582,257.71975945017186,0.00872958678,1.497288,0.000997,1501.793380140421,0.0014927961360000001
2026-03-24 15:41:49,1.499929,0.005811,258.118912407503,0.008716087419,1.497288,0.000993,1507.842900302115,0.001486806984
2026-03-24 15:41:52,1.499929,0.005799,258.6530436282118,0.008698088271000002,1.498123,0.00099,1513.2555555555557,0.00148314177
2026-03-24 15:41:54,1.499929,0.00579,259.05509499136446,0.00868458891,1.498123,0.000986,1519.3945233265722,0.0014771492779999998
2026-03-24 15:41:56,1.499929,0.00578,259.5032871972318,0.008669589620000001,1.497288,0.000982,1524.733197556008,0.001470336816
2026-03-24 15:41:58,1.499929,0.005767,260.0882607941737,0.008650090543000002,1.498123,0.000979,1530.258426966292,0.0014666624170000002
2026-03-24 15:42:00,1.499929,0.005758,260.49478985758947,0.008636591182000001,1.497288,0.000975,1535.68,0.0014598558
2026-03-24 15:42:02,1.499929,0.005746,261.0388096066829,0.008618592034,1.498123,0.000971,1542.8661174047375,0.0014546774330000001
2026-03-24 15:42:04,1.499929,0.005732,261.67637822749475,0.008597593028,1.497288,0.000968,1546.7851239669421,0.001449374784
2026-03-24 15:42:06,1.499929,0.005728,261.85911312849163,0.008591593312,1.498123,0.000965,1552.459067357513,0.0014456886950000001
2026-03-24 15:42:08,1.499929,0.005714,262.5007000350017,0.008570594306,1.498123,0.000962,1557.300415800416,0.001441194326
2026-03-24 15:42:10,1.499929,0.005707,262.82267390923425,0.008560094803,1.498123,0.000958,1563.8027139874741,0.001435201834
2026-03-24 15:42:13,1.499929,0.005695,263.3764705882353,0.008542095655000002,1.498123,0.000955,1568.7151832460734,0.0014307074650000001
2026-03-24 15:42:15,1.499929,0.005679,264.1185067793626,0.008518096791000001,1.498123,0.000952,1573.6586134453783,0.0014262130960000002
2026-03-24 15:42:17,1.499929,0.005668,264.6310868031052,0.008501597572,1.498123,0.000949,1578.6332982086408,0.0014217187270000001
2026-03-24 15:42:19,1.499929,0.005664,264.8179731638418,0.008495597856,1.497288,0.000946,1582.7568710359408,0.001416434448
2026-03-24 15:42:21,1.499929,0.005652,265.3802193913659,0.008477598708,1.497288,0.000943,1587.7921527041356,0.001411942584
2026-03-24 15:42:23,1.499929,0.005641,265.8977131714235,0.008461099489,1.498123,0.00094,1593.7478723404256,0.00140823562
2026-03-24 15:42:25,1.499929,0.005634,266.2280795172169,0.008450599986,1.498123,0.000937,1598.8505869797225,0.001403741251
2026-03-24 15:42:27,1.499929,0.005624,266.7014580369844,0.008435600696,1.497288,0.000934,1603.0920770877942,0.001398466992
2026-03-24 15:42:29,1.499929,0.005617,267.0338258857041,0.008425101193,1.497288,0.000932,1606.5321888412018,0.0013954724159999999
2026-03-24 15:42:31,1.499929,0.005604,267.6532833690222,0.008405602116,1.497288,0.000928,1613.4568965517242,0.001389483264
2026-03-24 15:42:33,1.499929,0.005597,267.9880293014115,0.008395102613000001,1.498123,0.000925,1619.5924324324324,0.001385763775
2026-03-24 15:42:35,1.499929,0.00559,268.3236135957066,0.008384603110000001,1.497288,0.000923,1622.1971830985915,0.0013819968239999999
2026-03-24 15:42:38,1.499929,0.00558,268.8044802867384,0.00836960382,1.497288,0.00092,1627.486956521739,0.00137750496
2026-03-24 15:42:40,1.499929,0.005567,269.4321896892402,0.008350104743,1.498123,0.000917,1633.7219193020721,0.001373778791
2026-03-24 15:42:42,1.499929,0.005562,269.67439769866957,0.008342605098,1.497288,0.000914,1638.1706783369802,0.0013685212319999999
2026-03-24 15:42:44,1.499929,0.005551,270.2087912087912,0.008326105879000002,1.497288,0.000911,1643.5653128430295,0.001364029368
2026-03-24 15:42:46,1.499929,0.005539,270.7941866762954,0.008308106731,1.497288,0.000908,1648.9955947136564,0.0013595375039999998
2026-03-24 15:42:48,1.499929,0.005532,271.1368402024585,0.008297607228,1.498123,0.000906,1653.5573951434878,0.0013572994380000002
2026-03-24 15:42:50,1.499929,0.005521,271.6770512588299,0.008281108009000001,1.497288,0.000903,1658.126245847176,0.0013520510640000001
