Timestamp,V_P6V,I_P6V,R_P6V,P_P6V,V_P25V,I_P25V,R_P25V,P_P25V
2026-03-30 19:44:46,1.499929,0.007219,207.77517661726003,0.010827987451,1.500413,0.00045,3334.251111111111,0.00067518585
2026-03-30 19:44:48,1.499929,0.00721,208.0345353675451,0.010814488090000001,1.500413,0.000449,3341.67706013363,0.000673685437
2026-03-30 19:44:50,1.499929,0.007211,208.0056857578699,0.010815988019000002,1.501248,0.000448,3351.0,0.000672559104
2026-03-30 19:44:52,1.499929,0.00721,208.0345353675451,0.010814488090000001,1.500413,0.000448,3349.136160714286,0.000672185024
2026-03-30 19:44:55,1.499929,0.007208,208.09225860155385,0.010811488232,1.501248,0.000449,3343.536748329621,0.000674060352
2026-03-30 19:44:57,1.499929,0.00721,208.0345353675451,0.010814488090000001,1.501248,0.000449,3343.536748329621,0.000674060352
2026-03-30 19:44:59,1.499929,0.00721,208.0345353675451,0.010814488090000001,1.501248,0.000447,3358.496644295302,0.000671057856
2026-03-30 19:45:01,1.499929,0.007204,208.20780122154358,0.010805488516000002,1.501248,0.000447,3358.496644295302,0.000671057856
2026-03-30 19:45:03,1.499929,0.007201,208.29454242466326,0.010800988729,1.501248,0.000447,3358.496644295302,0.000671057856
2026-03-30 19:45:05,1.499929,0.007203,208.23670692766902,0.010803988587000001,1.501248,0.000447,3358.496644295302,0.000671057856
2026-03-30 19:45:07,1.499929,0.007206,208.15001387732448,0.010808488374000001,1.501248,0.000447,3358.496644295302,0.000671057856
2026-03-30 19:45:09,1.499929,0.007199,208.35241005695238,0.010797988871,1.501248,0.000447,3358.496644295302,0.000671057856
2026-03-30 19:45:11,1.499929,0.007199,208.35241005695238,0.010797988871,1.501248,0.000446,3366.026905829596,0.0006695566079999999
2026-03-30 19:45:13,1.499929,0.007201,208.29454242466326,0.010800988729,1.501248,0.000445,3373.591011235955,0.0006680553599999999
2026-03-30 19:45:15,1.499929,0.007192,208.55520022246944,0.010787489368,1.501248,0.000446,3366.026905829596,0.0006695566079999999
2026-03-30 19:45:18,1.499929,0.007192,208.55520022246944,0.010787489368,1.500413,0.000446,3364.154708520179,0.000669184198
2026-03-30 19:45:20,1.499929,0.007194,208.4972199054768,0.010790489226,1.501248,0.000445,3373.591011235955,0.0006680553599999999
2026-03-30 19:45:22,1.499929,0.007183,208.81651120701656,0.010773990007,1.500413,0.000444,3379.3085585585586,0.000666183372
2026-03-30 19:45:24,1.499929,0.007183,208.81651120701656,0.010773990007,1.500413,0.000444,3379.3085585585586,0.000666183372
2026-03-30 19:45:26,1.499929,0.007181,208.87466926611893,0.010770990149000001,1.500413,0.000444,3379.3085585585586,0.000666183372
2026-03-30 19:45:28,1.499929,0.007174,209.0784778366323,0.010760490646000001,1.501248,0.000444,3381.189189189189,0.000666554112
2026-03-30 19:45:30,1.499929,0.007174,209.0784778366323,0.010760490646000001,1.500413,0.000443,3386.936794582393,0.000664682959
2026-03-30 19:45:32,1.499929,0.007178,208.96196712176095,0.010766490362000001,1.501248,0.000443,3388.821670428894,0.000665052864
2026-03-30 19:45:34,1.499929,0.007171,209.165946172082,0.010755990859000001,1.501248,0.000442,3396.4886877828053,0.000663551616
2026-03-30 19:45:36,1.499929,0.007169,209.22429906542058,0.010752991001,1.501248,0.000441,3404.190476190476,0.0006620503679999999
2026-03-30 19:45:39,1.499929,0.007172,209.1367819297267,0.010757490788000002,1.501248,0.000443,3388.821670428894,0.000665052864
2026-03-30 19:45:41,1.499929,0.007172,209.1367819297267,0.010757490788000002,1.500413,0.000442,3394.5995475113123,0.000663182546
2026-03-30 19:45:43,1.499929,0.007165,209.3411025819958,0.010746991285,1.501248,0.000442,3396.4886877828053,0.000663551616
2026-03-30 19:45:45,1.499929,0.007167,209.28268452630113,0.010749991143,1.501248,0.000442,3396.4886877828053,0.000663551616
2026-03-30 19:45:47,1.499929,0.007164,209.37032384142938,0.010745491356000001,1.501248,0.000441,3404.190476190476,0.0006620503679999999
2026-03-30 19:45:49,1.499929,0.007165,209.3411025819958,0.010746991285,1.500413,0.000441,3402.297052154195,0.0006616821329999999
2026-03-30 19:45:51,1.499929,0.007164,209.37032384142938,0.010745491356000001,1.500413,0.000442,3394.5995475113123,0.000663182546
2026-03-30 19:45:53,1.499929,0.007162,209.42879084054735,0.010742491498,1.500413,0.000441,3402.297052154195,0.0006616821329999999
2026-03-30 19:45:55,1.499929,0.007162,209.42879084054735,0.010742491498,1.500413,0.00044,3410.0295454545453,0.00066018172
2026-03-30 19:45:57,1.499929,0.00716,209.48729050279331,0.01073949164,1.501248,0.000441,3404.190476190476,0.0006620503679999999
2026-03-30 19:45:59,1.499929,0.007157,209.57510129942713,0.010734991853000002,1.501248,0.000441,3404.190476190476,0.0006620503679999999
2026-03-30 19:46:02,1.499929,0.007153,209.69229693834757,0.010728992137,1.500413,0.000441,3402.297052154195,0.0006616821329999999
2026-03-30 19:46:04,1.499929,0.007157,209.57510129942713,0.010734991853000002,1.500413,0.00044,3410.0295454545453,0.00066018172
2026-03-30 19:46:06,1.499929,0.007148,209.83897593732513,0.010721492492,1.501248,0.00044,3411.9272727272723,0.00066054912
2026-03-30 19:46:08,1.499929,0.007148,209.83897593732513,0.010721492492,1.501248,0.00044,3411.9272727272723,0.00066054912
2026-03-30 19:46:10,1.499929,0.007149,209.80962372359772,0.010722992421000001,1.501248,0.00044,3411.9272727272723,0.00066054912
2026-03-30 19:46:12,1.499929,0.007146,209.89770500979571,0.010718492634,1.501248,0.000438,3427.506849315068,0.000657546624
2026-03-30 19:46:14,1.499929,0.007146,209.89770500979571,0.010718492634,1.501248,0.00044,3411.9272727272723,0.00066054912
2026-03-30 19:46:16,1.499929,0.007142,210.0152618314198,0.010712492918000001,1.501248,0.000438,3427.506849315068,0.000657546624
2026-03-30 19:46:18,1.499929,0.007141,210.04467161461983,0.010710992989,1.500413,0.000438,3425.6004566210045,0.000657180894
2026-03-30 19:46:20,1.499929,0.007139,210.10351589858524,0.010707993131000001,1.500413,0.000438,3425.6004566210045,0.000657180894
2026-03-30 19:46:22,1.499929,0.007134,210.25077095598544,0.010700493486,1.501248,0.000438,3427.506849315068,0.000657546624
2026-03-30 19:46:24,1.499929,0.007137,210.16239316239316,0.010704993273,1.501248,0.000439,3419.6993166287016,0.0006590478719999999
2026-03-30 19:46:26,1.499929,0.007132,210.309730790802,0.010697493628000002,1.500413,0.000437,3433.4393592677347,0.000655680481
2026-03-30 19:46:28,1.499929,0.007128,210.4277497194164,0.010691493912,1.501248,0.000437,3435.3501144164757,0.000656045376
2026-03-30 19:46:30,1.499929,0.007132,210.309730790802,0.010697493628000002,1.501248,0.000437,3435.3501144164757,0.000656045376
2026-03-30 19:46:32,1.499929,0.007132,210.309730790802,0.010697493628000002,1.500413,0.000437,3433.4393592677347,0.000655680481
2026-03-30 19:46:35,1.499929,0.007128,210.4277497194164,0.010691493912,1.501248,0.000435,3451.1448275862067,0.00065304288
2026-03-30 19:46:37,1.499929,0.007123,210.57545977818336,0.010683994267,1.501248,0.000437,3435.3501144164757,0.000656045376
2026-03-30 19:46:39,1.499929,0.007128,210.4277497194164,0.010691493912,1.501248,0.000436,3443.2293577981645,0.000654544128
2026-03-30 19:46:41,1.499929,0.007123,210.57545977818336,0.010683994267,1.501248,0.000435,3451.1448275862067,0.00065304288
2026-03-30 19:46:43,1.499929,0.007119,210.69377721590112,0.010677994551,1.500413,0.000435,3449.2252873563216,0.000652679655
2026-03-30 19:46:45,1.499929,0.007119,210.69377721590112,0.010677994551,1.501248,0.000435,3451.1448275862067,0.00065304288
2026-03-30 19:46:47,1.499929,0.007118,210.7233773531891,0.010676494622,1.500413,0.000435,3449.2252873563216,0.000652679655
2026-03-30 19:46:49,1.499929,0.007118,210.7233773531891,0.010676494622,1.501248,0.000435,3451.1448275862067,0.00065304288
2026-03-30 19:46:51,1.499929,0.007116,210.78260258572232,0.010673494764,1.500413,0.000435,3449.2252873563216,0.000652679655
2026-03-30 19:46:53,1.499929,0.007109,210.9901533267689,0.010662995261000001,1.501248,0.000435,3451.1448275862067,0.00065304288
2026-03-30 19:46:56,1.499929,0.007107,211.0495286337414,0.010659995403,1.500413,0.000434,3457.172811059908,0.000651179242
2026-03-30 19:46:58,1.499929,0.007112,210.90115298087738,0.010667495048,1.501248,0.000435,3451.1448275862067,0.00065304288
2026-03-30 19:47:00,1.499929,0.007107,211.0495286337414,0.010659995403,1.500413,0.000434,3457.172811059908,0.000651179242
2026-03-30 19:47:02,1.499929,0.007103,211.1683795579333,0.010653995687,1.500413,0.000433,3465.1570438799076,0.000649678829
2026-03-30 19:47:04,1.499929,0.007105,211.10893736805068,0.010656995545,1.501248,0.000434,3459.0967741935483,0.0006515416319999999
2026-03-30 19:47:06,1.499929,0.007105,211.10893736805068,0.010656995545,1.501248,0.000434,3459.0967741935483,0.0006515416319999999
2026-03-30 19:47:08,1.499929,0.007098,211.31713158636236,0.010646496042,1.501248,0.000433,3467.08545034642,0.0006500403839999999
2026-03-30 19:47:10,1.499929,0.007095,211.4064834390416,0.010641996255,1.501248,0.000433,3467.08545034642,0.0006500403839999999
2026-03-30 19:47:12,1.499929,0.007102,211.19811320754718,0.010652495758000001,1.501248,0.000432,3475.111111111111,0.000648539136
2026-03-30 19:47:14,1.499929,0.0071,211.25760563380283,0.010649495900000002,1.500413,0.000433,3465.1570438799076,0.000649678829
2026-03-30 19:47:16,1.499929,0.007095,211.4064834390416,0.010641996255,1.501248,0.000432,3475.111111111111,0.000648539136
2026-03-30 19:47:18,1.499929,0.007093,211.46609333145355,0.010638996397000002,1.500413,0.000432,3473.178240740741,0.000648178416
