Timestamp,V_P6V,I_P6V,R_P6V,P_P6V,V_P25V,I_P25V,R_P25V,P_P25V
2026-03-24 10:04:42,1.499929,0.003096,484.4731912144703,0.004643780184,1.501248,0.000275,5459.083636363635,0.0004128432
2026-03-24 10:04:45,1.499929,0.003093,484.94309731652123,0.004639280397,1.501248,0.000274,5479.0072992700725,0.00041134195199999995
2026-03-24 10:04:47,1.499929,0.003093,484.94309731652123,0.004639280397,1.501248,0.000273,5499.076923076922,0.000409840704
2026-03-24 10:04:49,1.499929,0.003094,484.7863606981254,0.004640780326,1.501248,0.000274,5479.0072992700725,0.00041134195199999995
2026-03-24 10:04:51,1.499929,0.003094,484.7863606981254,0.004640780326,1.501248,0.000274,5479.0072992700725,0.00041134195199999995
2026-03-24 10:04:53,1.499929,0.003094,484.7863606981254,0.004640780326,1.501248,0.000273,5499.076923076922,0.000409840704
2026-03-24 10:04:55,1.499929,0.003096,484.4731912144703,0.004643780184,1.501248,0.000273,5499.076923076922,0.000409840704
2026-03-24 10:04:57,1.499929,0.003094,484.7863606981254,0.004640780326,1.501248,0.000273,5499.076923076922,0.000409840704
2026-03-24 10:04:59,1.499929,0.003096,484.4731912144703,0.004643780184,1.501248,0.000274,5479.0072992700725,0.00041134195199999995
2026-03-24 10:05:01,1.499929,0.003094,484.7863606981254,0.004640780326,1.501248,0.000272,5519.294117647059,0.000408339456
2026-03-24 10:05:03,1.499929,0.003096,484.4731912144703,0.004643780184,1.501248,0.000273,5499.076923076922,0.000409840704
2026-03-24 10:05:06,1.499929,0.003094,484.7863606981254,0.004640780326,1.501248,0.000273,5499.076923076922,0.000409840704
2026-03-24 10:05:08,1.499929,0.003094,484.7863606981254,0.004640780326,1.501248,0.000272,5519.294117647059,0.000408339456
2026-03-24 10:05:10,1.499929,0.003093,484.94309731652123,0.004639280397,1.501248,0.000271,5539.660516605166,0.00040683820799999995
2026-03-24 10:05:12,1.499929,0.003094,484.7863606981254,0.004640780326,1.501248,0.000273,5499.076923076922,0.000409840704
2026-03-24 10:05:14,1.499929,0.003094,484.7863606981254,0.004640780326,1.501248,0.000272,5519.294117647059,0.000408339456
2026-03-24 10:05:16,1.499929,0.003091,485.2568747978001,0.0046362805390000005,1.501248,0.000272,5519.294117647059,0.000408339456
2026-03-24 10:05:18,1.499929,0.003094,484.7863606981254,0.004640780326,1.501248,0.000272,5519.294117647059,0.000408339456
2026-03-24 10:05:20,1.499929,0.003093,484.94309731652123,0.004639280397,1.501248,0.000272,5519.294117647059,0.000408339456
2026-03-24 10:05:22,1.499929,0.003094,484.7863606981254,0.004640780326,1.501248,0.000272,5519.294117647059,0.000408339456
2026-03-24 10:05:24,1.499929,0.003094,484.7863606981254,0.004640780326,1.501248,0.000272,5519.294117647059,0.000408339456
2026-03-24 10:05:26,1.499929,0.003093,484.94309731652123,0.004639280397,1.501248,0.000272,5519.294117647059,0.000408339456
2026-03-24 10:05:28,1.499929,0.003094,484.7863606981254,0.004640780326,1.501248,0.000271,5539.660516605166,0.00040683820799999995
